transaction_amount,transaction_amount_bin,avg_amount_deviation_sigma,merchant_category,merchant_risk_score,merchant_category_vs_history,geo_velocity_kmh,geo_velocity_bin,geo_distance_km,geo_distance_bin,merchant_location,country_consistency,ip_address_type,device_fingerprint_match,session_duration_sec,session_duration_bin,network_carrier_type,cards_on_device_30d,cvv_match_status,three_ds_auth_result,tokenization_used,failed_attempts_before_success,transaction_velocity_1h,time_of_transaction,account_credential_change_recency,card_present_cnp,order_shipping_speed,account_age_days,chargeback_history_count,customer_id,transaction_id,segment,customer_type,is_fraud
90.91,medium,0.68,retail,medium_risk,rare_category,5.0,normal,0.1,same_location,home_city,same_country,residential,known_device,292.4,slow,corporate_vpn,2,cvv2_match,challenge_pass,emv_chip_token,0,within_normal,late_night_0_5,no_recent_change,contactless,expedited,1747,0,CUST_A_0037023,TXN_6_0092376,A_established,customer_based,0
18.3,low,0.97,electronics,high_risk,no_history,36.7,normal,25.5,same_location,home_city,same_country,vpn,new_device,153.6,normal,mobile_data,1,cvv2_match,frictionless_pass,network_token_wallet,0,2x_baseline,late_night_0_5,not_applicable,card_present_swipe,same_day,0,0,GUEST_54_38298,TXN_54_0038298,D_guest,global,0
10.93,low,1.51,crypto_giftcard,very_high_risk,never_before_category,68.3,fast,168.3,short,foreign_far,high_risk_country,vpn,unknown_device,34.3,normal,wifi,6,cvv2_mismatch,not_enrolled,emv_chip_token,3,2x_baseline,late_night_0_5,changed_within_24h,cnp_online,same_day,1206,0,CUST_A_0063828,TXN_1_0225924,A_established,customer_based,1
11.55,low,1.63,luxury,very_high_risk,occasional_category,758.3,impossible,5581.5,long,neighboring_country,high_risk_country,tor,spoofed,0.6,bot_speed,wifi,8,cvv2_mismatch,bypassed,raw_pan_online,1,5x_baseline,late_night_0_5,changed_1_7d_ago,cnp_moto,in_store_pickup,145,0,CUST_C_0080315,TXN_44_0019616,C_new,customer_based,1
333.71,medium,2.41,grocery,low_risk,occasional_category,26.6,normal,22.1,same_location,neighboring_country,same_country,residential,known_device,86.1,normal,wifi,2,cvv2_mismatch,challenge_pass,raw_pan_manual_entry,0,within_normal,morning_6_12,no_recent_change,cnp_moto,overnight,253,0,CUST_B_0086818,TXN_39_0065732,B_regular,customer_based,0
574.04,high,10.0,crypto_giftcard,very_high_risk,never_before_category,49.8,normal,25.2,same_location,same_country,frequent_travel_country,datacenter,unknown_device,47.3,normal,mobile_data,5,cvv2_mismatch,challenge_fail,raw_pan_manual_entry,1,5x_baseline,late_night_0_5,changed_1_7d_ago,cnp_online,same_day,19,0,CUST_C_0152510,TXN_49_0085687,C_new,customer_based,1
6.24,low,1.77,restaurant,medium_risk,rare_category,38.4,normal,60.8,short,home_city,new_country,proxy,emulator,1.2,bot_speed,datacenter_hosting,15,not_provided,challenge_fail,raw_pan_manual_entry,1,2x_baseline,late_night_0_5,no_recent_change,cnp_moto,same_day,659,0,CUST_B_0038677,TXN_30_0109286,B_regular,customer_based,1
5.09,low,1.81,electronics,high_risk,occasional_category,48.1,normal,44.2,same_location,same_country,same_country,proxy,emulator,1.2,bot_speed,corporate_vpn,1,not_provided,not_enrolled,raw_pan_online,0,5x_baseline,late_night_0_5,changed_7_30d_ago,manual_entry,same_day,283,0,CUST_B_0108833,TXN_26_0092579,B_regular,customer_based,1
10.58,low,1.37,crypto_giftcard,very_high_risk,never_before_category,74.2,fast,39.0,same_location,neighboring_country,new_country,tor,emulator,4.0,bot_speed,mobile_data,4,cvv2_mismatch,bypassed,raw_pan_online,0,burst_pattern,late_night_0_5,changed_1_7d_ago,cnp_online,same_day,533,0,CUST_B_0107553,TXN_34_0170933,B_regular,customer_based,1
28.91,low,0.11,restaurant,medium_risk,no_history,3.3,normal,2.8,same_location,neighboring_country,same_country,residential,new_device,47.5,normal,mobile_data,2,not_provided,challenge_pass,network_token_wallet,0,2x_baseline,afternoon_12_18,not_applicable,card_present_chip,standard,0,0,GUEST_54_124262,TXN_54_0124262,D_guest,global,0
9999.0,very_high,10.0,luxury,very_high_risk,no_history,69.4,fast,106.8,short,neighboring_country,high_risk_country,datacenter,emulator,0.5,bot_speed,wifi,2,cvv2_match,challenge_pass,raw_pan_online,2,burst_pattern,late_night_0_5,not_applicable,cnp_online,expedited,0,0,GUEST_59_84967,TXN_59_0084967,D_guest,global,1
19.96,low,0.66,utility,low_risk,rare_category,0.7,normal,2.1,same_location,home_city,new_country,residential,known_device,105.7,normal,corporate_vpn,4,cvv2_match,frictionless_pass,emv_chip_token,0,within_normal,afternoon_12_18,changed_1_7d_ago,contactless,in_store_pickup,59,0,CUST_C_0037496,TXN_53_0027570,C_new,customer_based,0
1.67,low,1.56,grocery,low_risk,no_history,5.5,normal,90.5,short,neighboring_country,same_country,vpn,emulator,88.3,normal,mobile_data,12,cvv2_mismatch,challenge_fail,raw_pan_online,4,burst_pattern,evening_18_24,not_applicable,cnp_online,overnight,0,0,GUEST_57_152679,TXN_57_0152679,D_guest,global,1
20.85,low,0.26,crypto_giftcard,very_high_risk,no_history,69.4,fast,2.9,same_location,home_city,new_country,proxy,known_device,70.7,normal,corporate_vpn,2,cvv2_match,bypassed,network_token_wallet,0,2x_baseline,morning_6_12,not_applicable,card_present_chip,standard,0,0,GUEST_59_74810,TXN_59_0074810,D_guest,global,0
882.07,high,10.0,grocery,low_risk,rare_category,1840.4,impossible,7391.5,long,foreign_far,new_country,tor,emulator,2.7,bot_speed,datacenter_hosting,10,not_provided,not_enrolled,raw_pan_online,2,5x_baseline,evening_18_24,changed_within_24h,contactless,overnight,3228,0,CUST_A_0101267,TXN_23_0166814,A_established,customer_based,1
749.65,high,10.0,restaurant,medium_risk,rare_category,36.7,normal,45.3,same_location,neighboring_country,new_country,proxy,emulator,3.4,bot_speed,datacenter_hosting,15,icvv_match,not_enrolled,raw_pan_online,3,5x_baseline,late_night_0_5,changed_within_24h,card_present_chip,overnight,209,0,CUST_B_0060522,TXN_31_0032010,B_regular,customer_based,1
30.2,low,0.33,grocery,low_risk,frequent_category,1.9,normal,22.1,same_location,home_city,frequent_travel_country,residential,known_device,53.1,normal,mobile_data,2,cvv2_match,not_enrolled,emv_chip_token,0,within_normal,morning_6_12,no_recent_change,contactless,overnight,709,0,CUST_B_0084571,TXN_34_0072663,B_regular,customer_based,0
14.38,low,0.28,utility,low_risk,no_history,35.9,normal,31.1,same_location,neighboring_country,same_country,residential,known_device,52.4,normal,corporate_vpn,1,icvv_match,frictionless_pass,network_token_wallet,0,within_normal,evening_18_24,not_applicable,contactless,overnight,0,0,GUEST_55_121203,TXN_55_0121203,D_guest,global,0
531.38,high,10.0,electronics,high_risk,no_history,2352.7,impossible,976.8,long,foreign_far,high_risk_country,proxy,spoofed,1.6,bot_speed,corporate_vpn,15,not_provided,bypassed,raw_pan_online,0,5x_baseline,late_night_0_5,not_applicable,cnp_online,same_day,0,0,GUEST_56_102423,TXN_56_0102423,D_guest,global,1
213.62,medium,6.53,electronics,high_risk,no_history,1708.5,impossible,1969.7,long,neighboring_country,high_risk_country,vpn,emulator,357.6,slow,corporate_vpn,2,not_provided,bypassed,raw_pan_online,2,burst_pattern,afternoon_12_18,not_applicable,cnp_moto,same_day,0,0,GUEST_59_119986,TXN_59_0119986,D_guest,global,1
78.76,medium,0.69,grocery,low_risk,frequent_category,0.6,normal,26.9,same_location,home_city,frequent_travel_country,residential,known_device,62.3,normal,wifi,1,cvv2_match,challenge_pass,raw_pan_online,0,5x_baseline,evening_18_24,no_recent_change,card_present_chip,standard,54,0,CUST_C_0170924,TXN_44_0176932,C_new,customer_based,0
9.71,low,1.81,electronics,high_risk,never_before_category,43.6,normal,0.1,same_location,home_city,high_risk_country,proxy,spoofed,2.3,bot_speed,wifi,4,cvv2_mismatch,bypassed,emv_chip_token,1,5x_baseline,evening_18_24,no_recent_change,cnp_online,same_day,2453,0,CUST_A_0060711,TXN_9_0232268,A_established,customer_based,1
5.88,low,1.64,electronics,high_risk,never_before_category,786.3,impossible,1282.0,long,foreign_far,high_risk_country,datacenter,spoofed,25.7,very_fast,mobile_data,5,icvv_match,challenge_fail,issuer_token,1,burst_pattern,late_night_0_5,changed_within_24h,manual_entry,in_store_pickup,77,0,CUST_C_0024110,TXN_52_0117467,C_new,customer_based,1
239.89,medium,1.09,retail,medium_risk,frequent_category,4.1,normal,3.0,same_location,home_city,same_country,residential,known_device,143.0,normal,wifi,1,cvv2_match,not_enrolled,raw_pan_online,0,within_normal,late_night_0_5,no_recent_change,contactless,expedited,615,0,CUST_B_0131599,TXN_40_0176080,B_regular,customer_based,0
80.79,medium,10.0,crypto_giftcard,very_high_risk,no_history,50.7,fast,25.8,same_location,neighboring_country,same_country,datacenter,emulator,3.3,bot_speed,corporate_vpn,10,cvv2_mismatch,not_enrolled,raw_pan_online,6,5x_baseline,late_night_0_5,not_applicable,manual_entry,overnight,0,0,GUEST_58_158004,TXN_58_0158004,D_guest,global,1
160.42,medium,0.09,utility,low_risk,frequent_category,8.1,normal,2.6,same_location,neighboring_country,same_country,residential,known_device,227.7,slow,corporate_vpn,3,icvv_match,not_enrolled,emv_chip_token,2,within_normal,afternoon_12_18,no_recent_change,card_present_chip,standard,154,0,CUST_C_0189341,TXN_42_0222377,C_new,customer_based,0
251.11,medium,0.17,restaurant,medium_risk,frequent_category,0.5,normal,0.6,same_location,foreign_far,high_risk_country,residential,known_device,337.5,slow,corporate_vpn,1,cvv2_match,not_enrolled,network_token_wallet,0,2x_baseline,afternoon_12_18,changed_1_7d_ago,card_present_chip,standard,3170,0,CUST_A_0115526,TXN_17_0107121,A_established,customer_based,0
125.02,medium,4.52,utility,low_risk,frequent_category,3.8,normal,0.8,same_location,home_city,same_country,corporate,known_device,39.1,normal,mobile_data,2,icvv_match,frictionless_pass,network_token_wallet,0,within_normal,afternoon_12_18,no_recent_change,card_present_chip,expedited,1658,0,CUST_A_0021886,TXN_18_0224797,A_established,customer_based,0
418.91,medium,10.0,luxury,very_high_risk,no_history,41.7,normal,10.7,same_location,same_country,same_country,proxy,new_device,35.5,normal,mobile_data,1,not_provided,frictionless_pass,raw_pan_online,0,burst_pattern,evening_18_24,not_applicable,cnp_online,overnight,0,0,GUEST_55_22165,TXN_55_0022165,D_guest,global,1
41.61,low,0.81,utility,low_risk,no_history,1.9,normal,17.8,same_location,same_country,new_country,residential,known_device,356.9,slow,wifi,2,cvv2_match,challenge_pass,raw_pan_online,0,within_normal,late_night_0_5,not_applicable,contactless,in_store_pickup,0,0,GUEST_55_33637,TXN_55_0033637,D_guest,global,0
109.28,medium,0.05,grocery,low_risk,frequent_category,1.5,normal,2.7,same_location,foreign_far,same_country,corporate,known_device,61.9,normal,wifi,2,cvv2_mismatch,frictionless_pass,emv_chip_token,2,within_normal,afternoon_12_18,no_recent_change,card_present_swipe,standard,2312,0,CUST_A_0068959,TXN_11_0069898,A_established,customer_based,0
2012.37,very_high,10.0,luxury,very_high_risk,never_before_category,662.1,impossible,4955.0,long,neighboring_country,new_country,datacenter,emulator,3.0,bot_speed,wifi,13,cvv2_mismatch,bypassed,raw_pan_online,0,within_normal,evening_18_24,changed_7_30d_ago,cnp_moto,same_day,120,0,CUST_C_0087081,TXN_46_0207556,C_new,customer_based,1
808.75,high,3.57,travel,high_risk,frequent_category,1.9,normal,42.9,same_location,foreign_far,same_country,residential,spoofed,79.9,normal,wifi,2,cvv2_match,not_enrolled,raw_pan_online,0,within_normal,evening_18_24,no_recent_change,cnp_online,in_store_pickup,164,2,CUST_C_0197393,TXN_47_0170264,C_new,customer_based,0
72.62,medium,0.62,retail,medium_risk,rare_category,12.3,normal,0.7,same_location,foreign_far,same_country,residential,new_device,330.7,slow,corporate_vpn,1,cvv2_mismatch,frictionless_pass,issuer_token,0,within_normal,afternoon_12_18,no_recent_change,contactless,standard,470,0,CUST_B_0003538,TXN_35_0090100,B_regular,customer_based,0
4.59,low,1.65,electronics,high_risk,never_before_category,2251.0,impossible,2700.1,long,foreign_far,high_risk_country,tor,emulator,119.4,normal,datacenter_hosting,10,not_provided,challenge_fail,raw_pan_online,2,5x_baseline,late_night_0_5,changed_1_7d_ago,contactless,expedited,3025,0,CUST_A_0006585,TXN_18_0031241,A_established,customer_based,1
61.42,medium,4.83,electronics,high_risk,no_history,157.8,fast,19.3,same_location,foreign_far,new_country,tor,emulator,10.9,very_fast,corporate_vpn,10,cvv2_mismatch,bypassed,raw_pan_manual_entry,2,2x_baseline,evening_18_24,not_applicable,manual_entry,same_day,0,0,GUEST_56_102648,TXN_56_0102648,D_guest,global,1
25.06,low,0.75,utility,low_risk,rare_category,0.7,normal,3.0,same_location,home_city,same_country,residential,known_device,91.9,normal,wifi,3,cvv2_match,frictionless_pass,raw_pan_manual_entry,0,within_normal,afternoon_12_18,no_recent_change,contactless,in_store_pickup,218,0,CUST_B_0140178,TXN_29_0173950,B_regular,customer_based,0
949.31,high,10.0,electronics,high_risk,no_history,241.7,fast,65.8,short,same_country,new_country,vpn,unknown_device,49.9,normal,datacenter_hosting,1,cvv2_mismatch,challenge_fail,raw_pan_online,4,2x_baseline,morning_6_12,not_applicable,manual_entry,overnight,0,0,GUEST_58_8073,TXN_58_0008073,D_guest,global,1
423.69,medium,10.0,luxury,very_high_risk,never_before_category,149.8,fast,83.6,short,home_city,frequent_travel_country,corporate,new_device,48.4,normal,mobile_data,8,icvv_match,challenge_fail,issuer_token,4,burst_pattern,evening_18_24,changed_within_24h,cnp_online,overnight,3027,0,CUST_A_0036418,TXN_7_0033554,A_established,customer_based,1
612.44,high,0.61,grocery,low_risk,rare_category,2.6,normal,18.2,same_location,home_city,same_country,residential,known_device,260.8,slow,wifi,4,cvv2_match,frictionless_pass,raw_pan_online,0,within_normal,afternoon_12_18,no_recent_change,card_present_swipe,expedited,830,0,CUST_A_0078688,TXN_0_0126503,A_established,customer_based,0
14.57,low,0.25,grocery,low_risk,occasional_category,1.5,normal,41.4,same_location,home_city,same_country,residential,known_device,94.0,normal,wifi,2,icvv_match,frictionless_pass,network_token_wallet,0,within_normal,evening_18_24,no_recent_change,card_present_chip,standard,713,0,CUST_B_0087517,TXN_40_0235686,B_regular,customer_based,0
22.2,low,0.95,healthcare,low_risk,rare_category,57.7,fast,0.7,same_location,home_city,same_country,residential,known_device,284.9,slow,wifi,1,icvv_match,frictionless_pass,network_token_wallet,5,within_normal,afternoon_12_18,no_recent_change,contactless,same_day,169,0,CUST_C_0062284,TXN_52_0229778,C_new,customer_based,0
97.49,medium,0.1,crypto_giftcard,very_high_risk,frequent_category,4.1,normal,62.6,short,neighboring_country,same_country,residential,known_device,289.6,slow,wifi,1,icvv_match,frictionless_pass,issuer_token,0,within_normal,evening_18_24,no_recent_change,contactless,standard,695,0,CUST_B_0078140,TXN_37_0132303,B_regular,customer_based,0
10.59,low,1.94,electronics,high_risk,no_history,163.2,fast,84.0,short,neighboring_country,new_country,tor,spoofed,0.8,bot_speed,corporate_vpn,7,cvv2_mismatch,challenge_fail,raw_pan_online,3,burst_pattern,late_night_0_5,not_applicable,cnp_moto,same_day,0,0,GUEST_55_120521,TXN_55_0120521,D_guest,global,1
50.0,low,10.0,retail,medium_risk,rare_category,24.3,normal,15.7,same_location,neighboring_country,new_country,proxy,spoofed,0.8,bot_speed,wifi,7,cvv2_mismatch,bypassed,raw_pan_online,2,within_normal,late_night_0_5,changed_within_24h,cnp_online,same_day,121,0,CUST_C_0095091,TXN_51_0117118,C_new,customer_based,1
258.06,medium,4.92,luxury,very_high_risk,occasional_category,2489.1,impossible,5077.7,long,foreign_far,high_risk_country,datacenter,spoofed,8.1,very_fast,datacenter_hosting,9,not_provided,challenge_fail,raw_pan_online,3,burst_pattern,evening_18_24,changed_within_24h,contactless,expedited,533,0,CUST_B_0087644,TXN_36_0134986,B_regular,customer_based,1
37.46,low,4.27,grocery,low_risk,frequent_category,4.4,normal,0.6,same_location,same_country,new_country,residential,known_device,210.6,slow,mobile_data,1,cvv2_match,frictionless_pass,raw_pan_manual_entry,0,within_normal,evening_18_24,no_recent_change,cnp_moto,expedited,297,0,CUST_B_0074022,TXN_31_0180602,B_regular,customer_based,0
322.23,medium,10.0,retail,medium_risk,rare_category,1100.4,impossible,5155.6,long,neighboring_country,new_country,proxy,emulator,2.4,bot_speed,datacenter_hosting,8,not_provided,not_enrolled,raw_pan_manual_entry,1,2x_baseline,morning_6_12,no_recent_change,cnp_online,overnight,328,0,CUST_B_0000855,TXN_33_0184351,B_regular,customer_based,1
35.39,low,1.23,electronics,high_risk,frequent_category,2.5,normal,23.5,same_location,foreign_far,new_country,residential,known_device,35.9,normal,mobile_data,2,cvv2_match,not_enrolled,emv_chip_token,0,within_normal,late_night_0_5,no_recent_change,manual_entry,same_day,291,0,CUST_B_0006285,TXN_24_0168080,B_regular,customer_based,0
2.3,low,0.52,healthcare,low_risk,no_history,3.5,normal,1.0,same_location,home_city,same_country,proxy,known_device,93.6,normal,corporate_vpn,2,cvv2_match,challenge_pass,emv_chip_token,0,within_normal,evening_18_24,not_applicable,contactless,expedited,0,0,GUEST_58_103168,TXN_58_0103168,D_guest,global,0
2704.45,very_high,10.0,electronics,high_risk,never_before_category,732.5,impossible,2551.0,long,neighboring_country,high_risk_country,vpn,spoofed,239.6,slow,mobile_data,6,not_provided,frictionless_pass,emv_chip_token,4,2x_baseline,morning_6_12,changed_7_30d_ago,cnp_online,expedited,3025,0,CUST_A_0033248,TXN_22_0190308,A_established,customer_based,1
61.3,medium,2.37,electronics,high_risk,rare_category,3.1,normal,1.9,same_location,home_city,same_country,vpn,known_device,95.6,normal,mobile_data,1,cvv2_match,frictionless_pass,raw_pan_online,0,within_normal,morning_6_12,no_recent_change,cnp_online,in_store_pickup,107,0,CUST_C_0082453,TXN_44_0181940,C_new,customer_based,0
370.58,medium,6.74,electronics,high_risk,never_before_category,61.4,fast,10.2,same_location,home_city,same_country,datacenter,new_device,78.4,normal,corporate_vpn,1,cvv2_mismatch,not_enrolled,raw_pan_online,3,burst_pattern,late_night_0_5,changed_1_7d_ago,cnp_online,overnight,299,0,CUST_B_0122051,TXN_35_0138468,B_regular,customer_based,1
108.27,medium,7.31,luxury,very_high_risk,occasional_category,47.9,normal,71.7,short,neighboring_country,new_country,tor,emulator,0.9,bot_speed,datacenter_hosting,13,not_provided,challenge_fail,raw_pan_manual_entry,0,5x_baseline,late_night_0_5,changed_within_24h,cnp_online,expedited,2378,0,CUST_A_0105441,TXN_16_0219347,A_established,customer_based,1
2.22,low,1.85,retail,medium_risk,frequent_category,65.1,fast,124.7,short,same_country,high_risk_country,proxy,emulator,1.1,bot_speed,datacenter_hosting,12,not_provided,challenge_fail,raw_pan_manual_entry,1,burst_pattern,evening_18_24,changed_within_24h,card_present_chip,same_day,78,0,CUST_C_0047495,TXN_43_0244943,C_new,customer_based,1
